Price,year,month,day
2.74,1997,9,9
7.89,2008,1,9
2.51,1997,8,27
2.8,2018,4,19
2.11,2019,12,24
6.24,2001,2,8
5.82,2004,1,23
4.46,2010,6,3
7.51,2007,5,23
3.38,2011,12,5
2.89,2016,8,3
2.99,2018,6,28
2.94,2018,9,11
3.94,2014,8,25
6.4,2008,10,28
4.21,2011,4,15
7.54,2007,4,19
4.27,2010,3,17
2.41,2012,5,14
6.33,2008,11,14
2.27,1999,12,10
2.18,2002,2,15
4.68,2010,6,11
4.14,2000,6,9
5.02,2003,12,1
2.51,2019,11,25
2.99,2014,12,24
2.5,2017,3,3
3.06,2017,11,14
5.2,2001,2,21
6.69,2006,3,2
4.15,2013,5,24
2.95,2019,1,11
7.95,2006,4,20
3.78,2014,7,30
1.98,2015,10,30
4.02,2010,11,22
2.59,2015,4,23
2.99,2017,6,27
2.28,2015,12,30
5.8,2014,2,18
5.7,2003,12,4
3.13,2017,5,18
2.59,2015,4,24
4.36,2010,7,9
6.1,2009,1,6
4.01,2013,3,22
5.72,2004,10,4
3.99,2014,8,7
2.44,2001,9,12
3.06,2016,9,23
3.39,2001,6,27
3.7,2011,3,4
3.25,2009,4,30
3.77,2002,10,7
2.6,2017,12,15
11.29,2008,5,9
2.67,2015,4,17
4.12,2013,5,30
3.54,2013,1,18
3.2,1997,11,10
2.95,2002,7,23
7.6,2006,4,18
6.09,2003,5,22
5.32,2004,8,25
4.27,2011,3,24
3.97,2010,4,13
7.2,2007,1,22
6.03,2004,12,7
1.97,1998,7,28
1.75,1999,3,18
2.78,2000,3,22
9.36,2008,4,4
3.92,2002,11,15
2.27,1997,12,30
3.99,2013,6,5
2.25,1997,5,19
4.35,2010,3,12
2.27,1997,5,12
2.41,2019,9,27
1.59,2020,6,1
4.24,2011,2,8
5.34,2004,8,19
3.36,2009,8,12
2.02,1998,5,22
4.65,2018,1,4
3.35,2011,11,7
3.46,2009,4,13
1.73,1999,3,19
4.73,2009,2,12
4.94,2003,8,28
6.02,2004,1,15
3.5,2012,11,1
4.88,2010,6,24
4.01,2011,8,25
2.39,2012,5,30
3.06,2017,6,7
3.46,1997,10,27
7.23,2006,2,23
7.16,2006,3,29
6.22,2005,5,27
4.51,2014,6,11
3.15,2012,12,14
2.69,2019,2,20
1.68,2020,4,15
1.79,2020,5,28
7.29,2007,11,30
3.36,2010,10,19
2.82,2016,8,24
3.95,2009,11,6
1.85,1998,10,27
2.79,2016,6,27
2.19,1998,5,18
4.96,2003,7,3
3.12,2011,12,13
4.4,2018,12,3
3.45,1997,10,29
3.82,2014,11,3
4.69,2014,4,15
3.01,2001,7,19
4.59,2010,7,20
6.56,2006,5,3
2.4,2002,2,25
2.44,2019,6,18
5.24,2000,9,20
2.86,2017,12,5
3.8,2018,12,18
6.27,2008,10,27
2.43,2019,6,13
2.4,2001,12,14
2.53,2016,11,2
9.99,2005,8,17
4.57,2014,5,22
7.8,2008,1,25
4.35,2003,11,18
1.66,2020,7,21
2.25,1999,11,29
7.57,2006,11,21
2.57,2019,2,4
5.43,2000,10,13
4.07,2013,4,10
3.52,2011,10,11
8.15,2008,9,24
4.42,2003,9,26
4.64,2000,10,25
2.37,1999,6,10
5.51,2006,7,11
3.29,2012,12,18
4.68,2009,2,11
2.92,2017,7,10
6.22,2004,5,6
4.71,2014,6,16
1.96,1998,8,19
2.67,1997,9,8
2.69,2016,6,23
3.92,2010,3,26
6.43,2008,11,26
2.86,2015,2,11
3.49,2010,11,8
3.96,2011,8,26
2.51,2019,11,26
4.45,2011,7,25
4.21,2009,2,20
1.86,1998,9,14
2.05,1999,1,5
2.32,2002,1,14
2.77,2015,7,7
3.61,1997,10,28
4.21,2010,12,1
5.28,2000,9,26
2.14,2015,12,3
6.24,2014,2,21
2.8,2015,3,18
3.13,2017,5,2
3.9,2002,11,14
5.57,2006,9,12
4.95,2004,9,17
4.78,2003,10,24
2.43,2019,6,7
7.51,2005,6,23
6.78,2004,12,1
4.57,2014,5,21
2.69,2019,5,29
2.78,2009,8,21
2.28,2002,1,30
2.84,2018,5,14
1.63,2015,12,25
1.51,2020,6,18
1.84,1998,11,2
6.81,2006,4,7
2.34,2019,7,23
3.33,2002,6,24
3.56,2002,4,4
9.28,2008,3,25
4.76,2000,8,31
4.01,2011,9,14
3.73,2013,6,27
4.08,2013,3,25
4.41,2014,11,20
7.46,2007,4,4
3.86,2000,7,20
2.45,1999,12,22
4.84,2003,10,8
2.18,2000,1,6
5.73,2003,5,9
7.06,2007,12,17
2,1998,7,22
3.13,2018,10,1
2.88,2015,2,2
2.6,2015,6,4
7.46,2005,4,6
4.55,2000,8,25
5.87,2009,12,18
2.68,2012,2,23
2.23,2019,7,29
7.43,2006,11,3
6.49,2007,10,25
2.91,2017,6,21
3.68,2014,12,11
2.94,2015,1,20
3.1,1999,8,25
3.02,2018,8,14
10.48,2005,11,21
3.69,2014,10,22
2.14,1997,6,12
4.12,2003,11,3
2.49,2019,10,28
5.59,2004,10,8
3.5,2016,12,21
6.17,2003,6,5
4.07,2002,11,1
4.84,2009,2,10
3.93,2011,9,6
3.5,2009,4,8
4.67,2014,4,10
4.24,2010,4,29
3.11,2011,11,16
2.86,2019,3,11
2.91,2017,6,20
4.18,2011,9,1
2.16,1998,1,2
4.64,2014,4,17
9.9,2006,1,3
3.25,2000,5,9
2.83,2000,3,14
3.91,2002,10,9
8.23,2008,8,12
2.14,2002,2,6
4.72,2014,4,28
2.74,1997,9,10
2.18,2016,1,18
4.61,2014,1,21
6.66,2007,10,29
7.6,2007,4,25
3.87,2013,11,27
2.26,2019,12,18
7.38,2005,7,5
2.33,1997,5,8
3.98,2013,4,5
2.91,2001,6,29
6.09,2006,12,21
3.86,2011,3,16
4.22,2010,12,15
2.24,2012,3,8
3.99,2011,9,8
5.36,2004,8,18
3.06,2001,10,26
2.88,2015,7,17
3.51,2010,10,5
2.62,2019,4,5
4.08,2010,3,23
2.8,2018,7,18
6.42,2004,6,21
2.88,2016,7,12
1.76,2020,7,7
3.5,2012,10,31
4.55,2010,12,13
4.11,2009,10,29
4.27,2011,3,29
6.9,2014,2,6
2.87,1997,10,13
2.18,2001,9,18
2.94,2002,7,26
4.67,2014,4,11
4.8,2009,10,21
3.33,2013,1,31
2.78,2015,5,28
8.75,2001,1,12
2.3,2019,7,2
8.27,2006,1,24
3.05,2011,12,21
2.2,1998,2,12
2.6,2015,6,8
1.67,1999,3,2
7.06,2006,8,8
4.49,2003,11,17
1.81,2016,5,20
3.4,2012,11,2
5.89,2009,1,7
6.3,2000,11,22
6.85,2007,6,26
4.72,2010,7,2
2.94,2016,6,30
2.16,1997,6,10
2.7,2012,9,19
3.35,2010,11,3
2.9,2012,7,5
4.33,2001,5,7
7.65,2007,4,9
1.55,2020,4,2
2.89,2015,7,28
3.06,2001,7,27
5.13,2003,3,18
1.87,1997,3,4
3.63,2012,11,19
4.37,2011,5,26
3.77,2010,11,17
4.69,2018,12,5
2.29,2001,11,14
6.41,2005,1,24
2.81,2000,2,1
2.28,2001,12,10
3.2,2012,8,1
2.92,2001,7,2
2.76,2015,3,11
7.74,2006,2,7
4.25,2001,5,11
3.05,2017,11,23
4.74,2003,8,6
2.53,2019,4,23
8.24,2008,8,29
2.98,2016,9,15
2.78,2018,5,10
2.61,2019,9,13
1.74,2020,4,9
1.61,2016,3,9
3.1,2017,5,30
1.81,2001,12,6
2.78,2012,7,3
3.24,2001,8,17
3.6,2016,12,12
3.43,2019,1,18
2.14,2015,11,25
3.91,2001,6,11
6.67,2007,11,21
2.14,1999,7,13
5.9,2006,7,21
3.16,2017,1,23
1.53,2020,6,25
5.58,2003,12,23
1.85,2016,2,24
2.85,2016,8,9
3.53,2013,1,23
4.16,2013,4,26
5.45,2004,9,28
3,2017,4,13
2.88,2018,5,24
1.91,2020,3,10
2.63,2019,9,11
5.77,2006,5,19
2.18,2016,1,20
4.41,2013,12,30
3.76,2013,6,14
6.67,2005,5,10
7.14,2004,12,20
2.32,1999,5,6
2.25,1998,3,10
5.71,2003,3,13
3.09,2017,11,16
3.16,2000,5,1
4.9,2003,3,26
4.56,2010,3,5
1.92,1997,2,21
7.39,2005,6,15
6.27,2004,12,28
3.32,2016,11,30
2.18,1997,6,5
1.9,2016,4,11
3.6,2009,4,7
3.68,2013,7,25
1.83,1999,3,26
4.4,2011,1,26
5.08,2003,8,11
3.13,2011,12,12
5.27,2014,1,30
3.75,2009,3,18
11.15,2005,11,22
13,2008,7,3
2.79,2012,7,9
7.21,2006,12,13
3.18,1997,11,5
6.41,2004,5,12
7.58,2006,11,27
3.92,2014,8,6
2.68,2017,11,1
2.83,2016,7,19
3.3,2013,1,7
7.56,2006,8,11
10.92,2005,9,8
7.16,2007,12,18
7.79,2006,11,20
3.49,2009,7,2
4.4,2011,7,5
4.86,2003,8,29
2.92,2017,7,26
5.91,2009,12,28
4.76,2003,9,5
3.46,2012,11,16
2.63,2017,2,23
4.01,2006,10,3
2.34,1998,3,31
4.47,2010,3,8
2.99,2018,6,14
3.93,2011,2,16
2.22,1997,2,13
2.8,2019,1,4
4,2010,5,5
2.55,2016,6,13
4.72,2011,6,10
2.37,2015,10,1
3.8,2010,9,28
3.75,2016,12,9
5.32,2001,4,12
3.63,2013,11,19
4.35,2000,5,30
4.16,2013,5,22
7.18,2005,3,30
2.04,2015,11,4
4.36,2011,5,27
3.12,2018,9,25
7.12,2007,12,11
3.12,2000,4,19
4.19,2010,3,18
1.71,2020,7,20
4.56,2014,5,28
2.74,2000,3,21
5.11,2001,2,22
3.61,2009,9,25
3.5,2002,5,7
7.93,2007,4,13
6.5,2005,5,18
2.19,2000,1,7
2.98,2018,6,13
7.29,2006,10,23
2.38,2001,9,10
5.97,2007,1,12
3.42,2017,1,4
2.92,2015,2,18
4.05,2011,4,8
4.53,2009,12,4
4.35,2006,9,27
3.81,2010,9,29
3.01,2011,11,18
4.17,2011,4,6
3.24,1997,10,22
3.28,2018,10,18
2.44,1999,11,9
2.34,2019,9,20
6.09,2010,1,4
3.02,2018,8,15
1.8,1997,3,3
3.5,2009,9,17
7.73,2007,6,4
2.88,2016,9,2
1.86,1998,9,11
2.09,1997,4,21
2.42,2019,12,5
6.47,2005,5,13
4.24,2013,12,10
3.55,2009,8,10
3.38,2017,1,6
9.68,2008,4,3
3.87,2013,5,9
2.69,1999,8,5
1.91,2016,5,18
8.95,2001,1,11
5.05,2002,12,20
3.72,2013,10,18
3.44,2002,4,29
6.09,2003,2,18
15.39,2005,12,13
4.56,2010,7,19
2.89,2019,2,28
2.29,1999,6,14
3.62,2001,6,8
2.18,1999,5,25
1.83,2001,10,2
3.35,2009,9,21
1.91,2016,5,2
1.79,2020,7,17
2,1998,7,27
4.11,2002,10,18
2.41,2016,11,3
4.51,2014,4,3
11.8,2008,6,2
10.01,2005,11,18
4.01,1997,1,14
7.71,2007,4,30
2.06,2019,12,30
7.16,2006,3,23
2.85,2015,5,13
2.19,1999,5,24
7.1,2005,4,27
2.14,1999,4,15
2.22,2012,6,8
4.94,2010,8,2
7.38,2005,7,25
4.7,2003,9,9
6.28,2006,7,14
2.47,2015,10,14
2.12,1998,11,17
7.6,2007,5,22
3.56,2001,6,25
5.49,2003,6,26
2.01,2016,5,11
2.71,2018,3,20
5.27,2004,2,27
2.69,2016,10,26
2.93,2018,9,6
3.98,2011,3,18
3.51,2009,6,5
4.43,2011,7,13
5.32,2003,3,17
2.78,2016,7,7
6.27,2003,12,5
4.42,2003,10,2
6.83,2006,3,21
7.06,2005,4,22
2.91,2018,2,2
2.42,1998,4,14
4.26,2011,7,29
2.21,2019,8,12
2.74,2018,2,7
6.11,2007,10,24
2.97,2002,7,30
7.5,2007,4,17
2.97,2016,9,16
7.14,2007,3,8
2.75,2016,8,23
5.63,2004,10,11
3.75,2011,3,3
3.03,1997,9,24
4.04,2009,2,27
5.06,2000,9,13
2.75,2016,8,16
4.05,2010,12,27
3.54,2018,11,7
3.45,2002,5,16
2.71,2015,4,8
2.27,1998,9,18
9.21,2008,3,4
3.3,2013,2,12
5.41,2004,9,24
3.69,2013,7,10
2.7,2016,8,12
6.47,2006,5,4
4.02,2000,6,20
2.76,2016,11,23
2.09,2012,3,27
4.22,2011,4,5
3.55,2013,9,6
3.34,2009,7,30
3.14,2002,6,10
2.16,2016,1,25
4.72,2003,7,29
2.78,2018,4,23
3.43,2011,12,6
3.79,2013,6,7
6.26,2004,1,21
7.69,2007,6,18
3.59,2000,7,26
2.96,2012,1,4
1.8,1999,3,29
4.23,2000,8,3
6.71,2007,11,5
3.07,2001,10,31
5.59,2004,3,15
13.28,2008,7,1
4.23,2002,10,21
5.71,2008,12,30
10.07,2008,4,11
5.34,2004,8,23
2.31,2019,6,25
2.81,2017,10,18
7.94,2008,2,6
4.42,2009,5,13
2.95,2018,8,7
5.21,2014,2,25
1.63,2015,12,23
2.61,2015,4,16
4,2013,6,4
3.75,2012,11,26
3.16,2001,8,7
3.32,2002,4,26
2.17,1999,4,21
2.98,2017,7,3
2.45,2012,3,1
2.61,2015,9,21
2.17,1999,7,9
3.26,2017,5,15
6.31,2005,5,31
2.71,2015,8,25
5.95,2006,6,13
7.02,2001,1,23
3.37,2009,7,15
4.14,2014,9,30
1.87,2001,11,27
7.15,2006,11,1
4.38,2000,6,15
2.22,1999,11,30
2.87,2001,8,23
3.27,2001,8,1
1.88,1997,3,20
4.51,2003,9,23
7.46,2005,6,21
2.89,2018,6,4
2.44,2012,2,28
7.09,2007,10,15
4.16,2002,10,28
2.24,1997,7,24
4.48,2009,2,2
5.14,2002,12,19
3.72,2011,10,17
5.2,2003,3,19
2.23,1997,6,19
2.67,2015,9,11
2.9,2015,7,16
4.67,2010,8,6
3.46,2013,2,26
3.88,2009,10,15
3.32,2016,12,1
2.12,1998,5,6
3.46,2009,7,27
2.2,2012,6,14
2.99,2012,8,7
5.7,2006,9,6
5.76,2003,1,30
6.61,2005,5,3
7.59,2006,11,16
3.83,2001,6,20
5.45,2001,4,11
2.07,2020,8,4
3.43,2013,1,16
7.55,2007,3,6
3.31,2001,7,31
4.81,2003,8,4
6.1,2005,2,16
5.46,2003,12,29
2.51,2012,1,17
3.2,2000,5,10
5.33,2004,2,18
1.66,2020,5,15
5.64,2003,6,25
6.02,2006,6,12
2.68,2012,1,26
3.44,2017,1,26
7.41,2000,12,4
6.32,2007,7,16
4.71,2003,8,5
3.62,2014,10,21
1.8,1999,3,23
2.05,1998,10,7
2.65,2019,9,9
3.44,2011,11,4
1.75,2019,12,27
3.56,2009,9,24
3.4,2002,4,19
6.78,2006,7,25
4,2002,9,24
4.32,2010,6,2
3.27,2002,4,15
3.66,2012,11,14
5.16,2004,3,26
2.97,2000,4,10
9.86,2005,8,26
3.04,2016,9,13
5.06,2003,8,12
4.21,2011,4,4
2.9,1999,10,20
1.64,2020,4,6
7.02,2008,11,11
8.91,2008,2,19
4.47,2010,12,8
4.34,2013,12,27
3.71,2014,12,19
1.92,2016,4,22
3.08,1997,10,1
1.92,2015,11,3
5.01,2003,7,18
6.35,2004,5,21
2.62,1997,1,24
5.91,2003,1,27
6.63,2007,10,22
2.41,2019,7,9
1.96,2016,4,5
2.68,2009,9,10
5.36,2001,4,17
5.77,2004,8,3
4.19,2002,10,15
2.45,1999,9,17
4.29,2010,8,19
4.35,2010,12,14
5.34,2004,3,3
3.65,2002,4,30
1.96,2016,5,23
1.85,1998,7,31
3.25,2002,4,10
4.31,2013,5,1
3.12,2002,8,30
2.34,2015,10,5
3.99,2014,9,18
4.49,2011,1,10
11.36,2005,9,1
3.94,2014,8,8
6.79,2007,10,10
5.34,2007,8,27
2.16,2016,2,10
2.77,2015,6,29
5.12,2003,4,29
3.36,2002,8,22
11.02,2005,11,23
4.84,2009,2,5
2.78,2018,7,27
8.55,2005,8,4
3.59,2011,10,27
2.85,2015,8,10
6.28,2005,2,1
2.22,1999,6,21
1.96,2016,4,21
6.55,2007,10,2
5.93,2000,11,29
2.28,2002,1,31
3.24,2009,11,12
4.11,2009,10,30
4.62,2000,8,28
7.73,2007,2,26
7.36,2007,3,5
2.3,1998,7,13
6.99,2006,10,30
2.83,2015,6,23
2.98,2018,6,26
4.86,2009,1,20
6.5,2007,7,19
3.57,2009,8,7
5.24,2003,8,22
2.69,2019,2,19
2.44,2017,2,27
6.35,2004,6,15
7.22,2007,11,13
3.2,2013,2,11
2.97,1997,10,2
2.37,1997,12,18
3.49,2012,10,22
3.64,2013,7,11
2.21,2019,12,19
2.25,2000,1,12
1.97,2016,4,12
2.98,2017,3,10
6.69,2007,10,8
5.89,2004,7,9
3.07,2001,8,6
2.56,1997,8,18
3.92,2018,1,17
2.09,2019,12,26
4.76,2010,7,7
4.28,2018,11,26
5.73,2008,12,8
4.92,2001,4,26
2.8,2000,3,2
1.82,2012,4,20
3.45,2011,12,7
2.58,2002,1,3
2.98,1997,1,27
2.28,1999,6,15
6.69,2008,10,9
1.71,2016,4,15
2.17,1998,3,9
3.66,2011,10,31
2.97,2016,8,29
3.22,2015,2,24
2.57,1997,8,14
1.7,2015,12,14
6.25,2006,6,1
3.54,2018,1,25
3.92,2011,2,15
3.53,2002,4,24
3.63,2009,7,1
5.16,2001,3,21
13.31,2008,7,2
3.02,2017,8,14
4.75,2004,9,2
4.25,2000,6,29
6.62,2008,10,13
1.81,1997,2,26
4.28,2010,5,19
5.72,2003,1,22
2.02,2015,11,13
1.8,1999,2,18
2.69,2015,9,18
6.64,2006,4,13
5.53,2003,4,15
1.69,2020,4,1
11.18,2008,5,13
2.81,2018,4,4
6.81,2005,3,8
3.3,2009,9,29
2.99,2017,7,25
2.64,2019,11,18
3.04,2015,5,20
3.8,2009,6,15
8.99,2008,3,24
1.7,2020,3,27
4.21,2000,6,2
2.81,1999,10,13
2.26,2019,7,25
5.82,2005,1,7
2.05,1998,1,5
6.24,2018,1,3
2.02,1998,11,23
2.12,1998,3,5
5.34,2000,10,16
2.12,1998,1,20
5.03,2002,12,23
2.97,2016,7,29
1.59,1998,12,10
3.54,2009,8,11
1.88,2020,7,9
2.95,2017,10,23
3.89,2000,7,28
7.84,2006,12,4
6.97,2007,12,3
5.25,2001,4,3
2.99,2017,10,13
3.78,2014,8,18
3.34,2013,2,20
7.36,2006,2,13
2.99,2018,8,24
2.27,2012,5,8
2.82,2000,3,27
2.14,1999,4,16
1.91,2020,1,31
1.99,1999,11,23
2.06,2016,2,3
2.28,2019,7,31
2.79,2016,6,21
2.3,2001,11,28
2.19,1997,6,6
3.15,2002,3,18
9.59,2008,3,10
4.15,2014,7,10
4.54,2014,5,19
3.87,2013,11,26
4.94,2003,8,18
2.4,1998,4,17
2.63,2015,4,22
2.9,2015,1,12
1.96,1997,4,9
3.69,2013,11,13
6.45,2005,1,14
3.23,2017,1,20
6.15,2004,6,14
2.79,2015,2,27
7.03,2006,6,16
2.7,2015,9,14
3.09,2009,11,20
10.33,2008,4,23
2,1998,7,23
6.09,2004,6,7
2.33,2019,7,1
4.57,2003,11,24
2.98,2018,9,12
2.88,2017,9,11
4.84,2000,10,20
9.21,2005,11,15
4.2,2002,10,29
4.44,2013,12,13
6.09,2004,5,5
7.47,2007,2,22
4.36,2006,9,26
7.18,2007,12,19
6.02,2005,2,7
2.81,2012,9,4
5.5,2006,12,29
2.09,1998,7,21
1.7,2020,5,11
2.45,2001,11,12
2.66,2012,9,10
2.26,1999,6,24
3.22,2017,1,30
3.93,2010,4,20
5.23,2004,8,24
2.7,2019,11,15
3.96,2009,10,12
3.62,2002,5,13
3.06,2017,4,26
7.76,2005,7,29
2.72,2009,9,9
7.35,2007,11,15
4.48,2011,1,13
3.58,2014,12,16
2.34,1999,6,30
2.34,1999,6,1
2.29,1997,7,17
4.34,2002,10,30
2.29,2019,7,3
3.14,2014,12,31
2.37,2015,10,21
3.56,2016,12,15
3.97,2010,9,24
5.33,2004,3,10
3.12,2000,4,18
3.93,2013,5,6
6.94,2008,11,5
2.14,2015,11,26
6.06,2003,6,11
2.11,1997,7,3
2.51,2002,3,1
2.29,2012,5,1
2.98,2018,8,28
2.4,2001,12,21
3.54,2011,10,12
3.86,2014,9,8
5.46,2018,1,16
2.18,2019,8,7
3.9,2014,9,23
2.73,2001,11,7
3.06,2017,11,30
2.43,2001,9,6
5.42,2004,8,6
2.21,1998,3,13
2.65,2019,9,19
2.88,2015,7,13
3.79,2010,3,30
2.5,2000,2,23
2.8,2017,8,1
4.23,2002,12,2
3.13,2017,3,31
2.64,2018,3,28
7.06,2006,4,6
4.32,2011,4,1
3.85,2013,6,10
6.63,2007,11,2
13.09,2008,6,19
3.7,2013,10,9
1.84,1998,9,1
3.26,2018,10,3
1.95,1998,10,22
10.11,2008,4,16
6.78,2007,3,13
3,2017,8,21
1.9,1998,8,20
3.99,2009,5,19
2.94,2016,6,29
3.97,2010,4,16
5.42,2010,1,27
7.51,2010,1,7
2.65,2019,5,28
4.52,2011,1,18
2.8,2012,8,22
7.11,2007,12,28
3.76,2010,11,9
6.08,2003,5,21
2.1,1998,5,26
2.39,1998,7,8
3.41,2013,2,6
2.6,2012,6,20
3.02,2017,3,22
2.96,2012,9,12
9.15,2008,2,25
6.74,2008,10,14
4.56,2003,10,27
3.03,2012,7,20
5.24,2004,11,22
2.59,2016,6,17
4.61,2000,10,26
4.13,2013,5,21
3.11,2017,2,9
5.8,2003,3,12
6.02,2007,1,8
3.58,2013,10,3
6.06,2005,1,13
4.47,2003,10,1
13.9,2005,10,25
3.31,2002,8,28
4.28,2013,5,2
1.81,1999,2,8
5.61,2003,1,29
3.02,2018,6,7
3.15,2001,10,25
4.99,2003,8,19
4.91,2010,2,24
13.67,2005,10,11
1.49,2016,3,4
1.75,1999,2,23
2.03,2002,1,28
4.07,2013,4,2
4.05,2001,6,12
3.54,2013,7,3
3.31,2018,10,31
3.56,2013,11,15
8.29,2006,1,23
2.85,2017,2,14
3.21,2009,7,16
2.32,2002,1,10
6.83,2004,12,21
4.42,2011,6,22
3.39,2012,12,11
5.13,2003,1,3
3.78,2011,3,11
2.66,2000,1,25
7.51,2008,1,4
1.94,2016,5,3
2.73,1999,8,12
4.35,2002,12,5
2.01,2016,5,9
5.38,2004,2,6
3.18,2016,10,10
5.73,2007,8,23
2.89,1999,10,19
1.98,2012,4,5
2.2,1999,7,19
2.13,1997,7,7
2.76,2012,9,20
7.41,2005,6,16
2.63,1997,11,24
6.96,2007,10,3
3.86,2002,10,8
4.26,2010,5,13
5.8,2007,9,5
7.8,2003,3,5
5.04,2014,2,3
5.45,2006,9,5
7.07,2005,3,24
12.18,2005,10,31
6.76,2008,10,21
12.1,2008,7,9
4.66,2003,9,30
8.02,2008,9,12
3.82,2010,11,26
4.52,2003,11,11
4.83,2011,6,6
2.1,2001,12,3
2.72,2016,10,28
3.85,2011,3,17
6.6,2008,11,7
3.49,2009,7,20
3.74,2013,10,11
5.5,2003,1,16
6.35,2006,5,12
2.84,1999,8,31
2.24,1997,8,1
1.77,2020,5,18
7.04,2004,12,15
2.52,2017,2,22
7,2001,1,26
2.36,1999,12,27
10.47,2003,2,26
6.13,2007,9,12
2.2,1998,2,23
2.81,2018,4,6
2.55,2016,6,14
2.73,2000,1,26
7.44,2007,4,27
4.54,2011,6,16
10.72,2008,4,25
2.28,1999,6,16
3.91,2001,6,18
3.66,2013,7,18
4.27,2002,11,20
4.57,2011,1,20
3.71,2013,11,18
5.81,2004,4,5
7.79,2005,7,12
2.08,2019,10,18
3.91,2014,12,12
5.33,2001,4,6
2.08,2016,11,11
3.76,2002,9,25
3.84,2014,7,28
1.78,2020,5,27
6.63,2003,12,15
2.16,1999,7,14
3.26,2012,10,5
3.92,2009,5,29
2.97,1999,8,20
7.31,2006,2,15
2.82,2012,8,15
2.77,2015,3,25
7.29,2005,6,27
2.65,1997,2,5
2.76,1999,10,29
1.76,2015,12,21
3.51,2002,8,26
4.19,2002,10,14
3.28,2002,7,1
1.79,2016,3,23
3.01,2017,6,16
5.67,2001,2,7
5.81,2004,4,27
3.11,2002,6,11
2,1997,4,14
9.25,2008,3,26
3.18,2012,10,8
1.75,1999,3,15
6.22,2003,2,5
6.4,2007,6,29
5.66,2008,12,19
2.88,2016,9,5
3,2017,9,15
2.75,2018,5,18
3.26,1997,1,20
2.73,2019,2,21
3.96,2011,9,13
7.78,2004,10,26
3.12,2017,6,13
2.1,1997,4,18
2.29,1999,5,11
1.78,2020,4,20
6.09,2007,1,11
5.96,2009,1,8
6.04,2006,6,28
3.27,2018,10,26
1.85,1999,1,21
2.58,2002,1,7
8.23,2008,1,16
2.19,2020,8,11
6.43,2005,1,21
2.39,2002,2,12
7.73,2008,8,19
3.73,2010,9,1
6.44,2005,1,25
2.35,2015,10,7
3.49,2011,10,6
2.36,2016,6,8
5.17,2004,3,1
10.02,2005,8,24
2.36,1998,6,29
1.65,1999,3,1
4.48,2011,1,19
5.09,2009,1,16
2.06,1998,9,29
2.04,1998,5,28
4.28,2011,6,30
3.27,2012,12,13
4.03,2013,3,28
7.57,2007,4,3
3.82,2009,6,25
3.36,2010,10,18
6.79,2008,11,4
3.01,2012,9,27
6.81,2001,1,25
6.76,2001,1,29
1.76,2020,3,20
6.21,2004,5,4
3.9,2014,8,13
8.42,2006,12,1
4.77,2003,11,12
5.61,2010,1,13
3.07,2014,12,29
4.6,2000,8,21
2.96,2017,9,26
4.7,2003,9,4
3.65,2002,5,2
5.24,2001,4,4
3.2,2010,11,2
11.17,2005,11,29
4.24,2002,11,21
7,2006,3,20
7.88,2008,2,1
3.99,2009,6,17
4.87,2009,1,21
1.84,1997,3,31
2.95,2017,10,24
7.85,2007,5,14
4.52,2000,5,31
3.02,2017,9,13
2.75,2017,2,20
8.12,2014,2,5
2.23,2000,1,11
2.4,2001,12,20
2.31,2019,12,6
2.67,1999,12,20
2.62,2018,3,19
2.54,2019,2,5
2.83,2015,6,24
5.78,2004,4,29
1.77,1997,2,25
6.15,2006,5,17
2.7,2018,3,15
7.56,2008,2,4
6.44,2004,5,20
4.27,2011,1,28
2.4,2012,2,3
7.64,2007,5,2
3.88,2009,3,10
3.07,2016,9,28
3.13,2017,2,3
2.85,2015,5,11
6.46,2007,7,20
5.56,2008,12,12
6.64,2006,10,31
3.34,2009,8,13
1.8,2020,4,28
3.98,2013,5,3
2.81,2018,4,26
3.9,2013,6,18
4.06,2018,1,12
4.18,2010,5,12
4.5,2018,11,29
1.76,2020,6,30
2.88,2015,6,12
3.53,2018,11,6
4.42,2014,3,18
3.57,2013,10,31
4.76,2014,4,21
7.22,2007,12,12
3.26,2017,1,18
4.96,2003,10,13
5.74,2001,2,12
2.18,1998,5,15
3.79,2014,7,29
2.97,2002,3,13
4.52,2009,10,27
2.21,2012,3,21
3.33,2002,5,30
2.23,1997,6,26
4.12,2010,11,29
3.47,2009,11,17
3.36,2017,1,13
1.71,2020,3,31
2.24,1999,11,17
1.76,2020,7,15
12.93,2008,6,18
6.38,2007,8,7
4.73,2014,5,5
1.93,1998,8,21
2.66,2012,5,24
5.28,2003,4,11
4.31,2014,7,7
2.92,2012,9,26
4.08,2010,5,10
2.26,2001,10,15
11.98,2003,2,24
4.09,2002,9,30
2.87,2012,9,5
4.72,2009,1,22
3.21,2017,1,10
2.76,2018,3,13
6.26,2003,2,4
1.98,1997,4,11
4.02,2000,7,6
1.79,2020,3,1
9.29,2005,8,11
2.1,1998,5,27
2.54,2019,9,25
2.08,1998,6,15
2.39,2002,1,8
4.67,2014,6,9
6.38,2007,9,27
2.5,1997,8,7
3.31,2017,1,27
9.3,2008,3,27
5.02,2006,9,18
2.32,2002,2,19
3.75,2013,10,17
4.37,2010,8,16
6.55,2008,11,17
6.34,2007,7,17
5.86,2008,12,11
3.17,2002,7,2
4.27,2000,6,13
2.39,1999,11,10
2.57,1997,8,28
2.94,2015,6,16
